incorrect	correct
트라피	트로피
트라피컬	트로피컬
트라피컬 밴드	트로피컬밴드
트라피컬 뺀드	트로피컬밴드
트라픽	트래픽
트락 인	트랙인
트락볼	트랙볼
트락핀	트릭핀
트란스	트랜스
트란스미션	트랜스미션
트란스바알	트란스발
트란스유	트랜스유
트란스포손	트랜스포존
트란지스터	트랜지스터
트란치공법	트렌치 공법
트란토	트렌토
트란트	트렌트
트랄륨	트랄리움
트랄리	트롤리
트랄리엄	트랄리움
트람웨이	트램웨이
트람폴린	트램펄린
트람프	트럼프
트랍존	트라브존
트랑퀼로	트란퀼로
트랑크	트렁크
트랑크 그룹	트렁크그룹
트랑크스	트렁크스
트래닐	트리닐
트래드	트레드
트래드	스레드
트래몰란도	트레몰란도
트래몰런도	트레몰란도
트래몰로	트레몰로
트래불러	트래블러
트래불링	트래블링
트래비의 분수	트레비의 분수
트래시메노호	트라시메노호
트래오	트리오
트래이	트라이
트래이	트레이
트래이너	트레이너
트래이닝캠프	트레이닝캠프
트래이닝켐프	트레이닝캠프
트래이닝팬츠	트레이닝팬츠
트래이닝펜츠	트레이닝팬츠
트래이드	트레이드
트래이드어프	트레이드오프
트래이드오프	트레이드오프
트래이애슬룬	트라이애슬론
트래이앵글	트라이앵글
트래이어드	트라이어드
트래인	트레인
트래지코메디	트래지코미디
트래클렌	트리클렌
트래폴리	트리폴리
트랙 빽	트랙백
트랙 아우트	트랙아웃
트랙 엎	트랙업
트랙벌	트랙볼
트랙션 튜우브	트랙션튜브
트랙숀	트랙션
트랙킹	트래킹
트랙타	트랙터
트랙타 로더	트랙터로더
트랙타 셔블	트랙터셔블
트랙타 쇼블	트랙터셔블
트랙터 로오더	트랙터로더
트랙터 쇼블	트랙터셔블
트랙핀	트릭핀
트랜색션	트랜잭션
트랜셒트	트랜셉트
트랜스매타	트랜스미터
트랜스메타	트랜스미터
트랜스미더	트랜스미터
트랜스시이버	트랜스시버
트랜스씨버	트랜스시버
트랜스씨이버	트랜스시버
트랜스아미나제	트랜스아미나아제
트랜스액션	트랜잭션
트랜스요르단	트란스요르단
트랜스케이	트란스케이
트랜스케톨라제	트랜스케톨라아제
트랜스패린	트랜스페린
트랜스팩션	트랜스펙션
트랜스퍼 머쉰	트랜스퍼머신
트랜스퍼스날 심리학	트랜스퍼스널 심리학
트랜시트	트랜싯
트랜시퍼	트랜스퍼
트랜지스터 모타	트랜지스터모터
트랜지스터 텔레비젼	트랜지스터텔레비전
트랜지스터래디오	트랜지스터라디오
트랜지스터레이디오우	트랜지스터라디오
트랜지스트	트랜지스터
트랜지트	트랜싯
트랜짓	트랜싯
트랜치공법	트렌치 공법
트랜토	트렌토
트랜트	트렌트
트램폴린	트램펄린
트램프	트럼프
트랩시노겐	트립시노겐
트랩신	트립신
트랩핑	트래핑
트랭크	트렁크
트랭크 그룹	트렁크그룹
트랭크스	트렁크스
트랲슈팅	트랩슈팅
트러나	트로나
트러닐	트리닐
트러드	트레드
트러블 숏	트러블샷
트러블러	트래블러
트러블링	트래블링
트러비의 분수	트레비의 분수
트러스트	스러스트
트러이	트라이
트러이	트로이
트러이너	트레이너
트러이드	트레이드
트러이드오프	트레이드오프
트러이메라이	트로이메라이
트러이어드	트라이어드
트러이파운드	트로이파운드
트러인	트레인
트러코돈	트라코돈
트러코마	트라코마
트러퍼니오스	트로포니오스
트러퍼콜라겐	트로포콜라겐
트러펄론	트로폴론
트러포	트로포
트러포니오스	트로포니오스
트러포닌	트로포닌
트러피	트로피
트럭 시스팀	트럭시스템
트럭 씨스팀	트럭시스템
트럭 인	트랙인
트럭 터미날	트럭터미널
트럭볼	트랙볼
트럭핀	트릭핀
트런스	트랜스
트런스미션	트랜스미션
트런토	트렌토
트런트	트렌트
트럴리	트롤리
트럼페트	트럼펫
트럼푸	트럼프
트럽신	트립신
트렁커스	트렁크스
트렁크 구룹	트렁크그룹
트레니다드 터바고	트리니다드토바고
트레니트론 방식	트리니트론 방식
트레닐	트리닐
트레드	스레드
트레멀로	트레몰로
트레몰러	트레몰로
트레몰런도	트레몰란도
트레물란도	트레몰란도
트레블러	트래블러
트레블링	트래블링
트레스테	트리스테
트레시메노호	트라시메노호
트레오	트리오
트레이	트라이
트레이나	트레이너
트레이닝 셔어츠	트레이닝셔츠
트레이닝 슈우즈	트레이닝슈즈
트레이닝켐프	트레이닝캠프
트레이닝펜츠	트레이닝팬츠
트레이드어프	트레이드오프
트레이씽 페이퍼	트레이싱페이퍼
트레이앵글	트라이앵글
트레이어드	트라이어드
트레일라	트레일러
트레일라트럭	트레일러트럭
트레일라하우스	트레일러하우스
트레콜데	트레코르데
트레클렌	트리클렌
트레팍	트레파크
트레포네마 팔리둠	트레포네마팔리덤
트레폴리	트리폴리
트렉 인	트랙인
트렉볼	트랙볼
트렉핀	트릭핀
트렌스	트랜스
트렌스미션	트랜스미션
트렌스미터	트랜스미터
트렌스팩션	트랜스펙션
트렌스퍼	트랜스퍼
트렌스페린	트랜스페린
트렌스펙션	트랜스펙션
트렌시퍼	트랜스퍼
트렌에스파냐	트랜스페린
트렌지스터	트랜지스터
트렌지스트	트랜지스터
트렌쳐	트렌처
트렌취공법	트렌치 공법
트렌치코우트	트렌치코트
트렌터	트렌토
트렌톤	트렌턴
트렌투	트렌토
트렌튼	트렌턴
트렘프	트럼프
트렙시노겐	트립시노겐
트렙신	트립신
트렝크	트렁크
트렝크스	트렁크스
트로너	트로나
트로엘로스	트로일로스
트로올 윈치	트롤윈치
트로우키	트로키
트로우피즘	트로피즘
트로울링	트롤링
트로이매라이	트로이메라이
트로이메러이	트로이메라이
트로이메레이	트로이메라이
트로이오운스	트로이온스
트로이페운드	트로이파운드
트로자	트로야
트로커이드	트로코이드
트로코포러	트로코포라
트로쿠이드	트로코이드
트로쿠포라	트로코포라
트로트	트롯
트로퍼	트로포
트로퍼닌	트로포닌
트로포니우스	트로포니오스
트로포마이오신	트로포미오신
트로포콜라갠	트로포콜라겐
트로포콜러겐	트로포콜라겐
트로폴런	트로폴론
트로폴룬	트로폴론
트로피컬 뺀드	트로피컬밴드
트론드헤임	트론헤임
트롤리 컨베이아	트롤리컨베이어
트롤리 콘베이아	트롤리컨베이어
트롤리 콘베이어	트롤리컨베이어
트롤리뻐스	트롤리버스
트롤리포울	트롤리폴
트롬멜	트로멜
트롬보운	트롬본
트롬보키나제	트롬보키나아제
트롬프뢰유	트롱프뢰유
트롬프뢰이	트롱프뢰유
트롯트	트로트
트롱프뢰이	트롱프뢰유
트뢰인	트레인
트루나	트로나
트루만 독트린	트루먼독트린
트루우스타이트	트루스타이트
트루이	트로이
트루이파운드	트로이파운드
트루질로	트루히요
트루코이드	트로코이드
트루코포라	트로코포라
트루쿠	투르쿠
트루크만차이조약	투르크만차이 조약
트루크메니스탄	투르크메니스탄
트루크멘	투르크멘
트루키스탄	투르키스탄
트루포	트로포
트루포닌	트로포닌
트루포콜라겐	트로포콜라겐
트루폴론	트로폴론
트루피	트로피
트룩어	트루크어
트룰리	트롤리
트르구무레쉬	트르구무레슈
트르구무레시	트르구무레슈
트르크만차이조약	투르크만차이 조약
트리고냐	트리고니아
트리글립	트리글리프
트리글맆	트리글리프
트리니다드 토바거	트리니다드토바고
트리니다드 토버고	트리니다드토바고
트리니토론 방식	트리니트론 방식
트리니트런 방식	트리니트론 방식
트리니트로밴젠	트리니트로벤젠
트리니트로벤잰	트리니트로벤젠
트리니트로톨로앤	트리니트로톨루엔
트리니티로밴잰	트리니트로벤젠
트리니티로툴루엔	트리니트로톨루엔
트리드	트레드
트리매타디온	트리메타디온
트리메칠렌트리니트라민	트리메틸렌트리니트라민
트리메타디언	트리메타디온
트리메터디온	트리메타디온
트리메토퀴놀	트리메토키놀
트리바스	트리부스
트리버니아누스	트리보니아누스
트리버스	트리부스
트리보니애누스	트리보니아누스
트리보니에누스	트리보니아누스
트리보스	트리부스
트리비알리즘	트리비얼리즘
트리스타	트리스테
트리스태	트리스테
트리스터	트리스테
트리스트람 섄디	트리스트럼 섄디
트리스트램 섄디	트리스트럼 섄디
트리스트럼 샌디	트리스트럼 섄디
트리아논	트리아농
트리아다	트리아데
트리아대	트리아데
트리아더	트리아데
트리아새테이트섬유	트리아세테이트 섬유
트리아세태이트섬유	트리아세테이트 섬유
트리아스기	트라이아스기
트리안트	트리엔트
트리암시놀런	트리암시놀론
트리암시놀룬	트리암시놀론
트리암태렌	트리암테렌
트리암테랜	트리암테렌
트리앤트	트리엔트
트리앰시놀론	트리암시놀론
트리앰테렌	트리암테렌
트리어데	트리아데
트리언트	트리엔트
트리에날레	트리엔날레
트리에르	트리어
트리에스떼	트리에스테
트리엠시놀론	트리암시놀론
트리엠테렌	트리암테렌
트리오 쏘나타	트리오소나타
트리오세	트리오스
트리커모나스	트리코모나스
트리케라토프스	트리케라톱스
트리코델마	트리코데르마
트리코머나스	트리코모나스
트리코모너스	트리코모나스
트리코미신	트리코마이신
트리쿠모나스	트리코모나스
트리크	트릭
트리클란	트리클렌
트리클랜	트리클렌
트리클런	트리클렌
트리클로러메탄	트리클로로메탄
트리클로로매탄	트리클로로메탄
트리클로로메턴	트리클로로메탄
트리클로로에칠렌	트리클로로에틸렌
트리탄	트리톤
트리탄	트리톤
트리터누스	트리토누스
트리턴	트리톤
트리턴	트리톤
트리토너스	트리토누스
트리토노스	트리토누스
트리투판	트립토판
트리툰	트리톤
트리툰	트리톤
트리티움	트리튬
트리파너소마	트리파노소마
트리파노서마	트리파노소마
트리파노소머	트리파노소마
트리파풀라빈	트리파플라빈
트리파플래빈	트리파플라빈
트리파플러빈	트리파플라빈
트리팔미턴	트리팔미틴
트리팰미틴	트리팔미틴
트리퍼노소마	트리파노소마
트리퍼플라빈	트리파플라빈
트리펄리	트리폴리
트리펄미틴	트리팔미틴
트리펠미틴	트리팔미틴
트리폴리타냐	트리폴리타니아
트리풀 플레이	트리플플레이
트리풀리	트리폴리
트리플 쩜프	트리플점프
트리플 풀레이	트리플플레이
트리플 플래이	트리플플레이
트리플릿	트리플렛
트리할로매탄	트리할로메탄
트리할로우메탄	트리할로메탄
트리핼로메탄	트리할로메탄
트리헬로메탄	트리할로메탄
트릭스타	트릭스터
트린코말리	트링코말리
트릴라	트릴로
트릴러	트릴로
트림 타브	트림태브
트림 탭	트림태브
트림밍	트리밍
트림밍 탱크	트리밍탱크
트립시너겐	트립시노겐
트립시노갠	트립시노겐
트립터판	트립토판
트립토펀	트립토판
